count	reward_sum	squared_reward_sum	length
282	-102.25517790671438	10000.841608300569	102
283	-99.28461580071598	10001.894773661757	68
284	201.70534341223538	51.41680521574215	1011
285	199.49596143630333	50.4717035714188	1025
286	-96.36362655134872	10002.753989225477	145
287	201.68217317550443	52.82132465965182	972
288	67.43386310013011	10043.244134381985	881
289	-96.513719759183	10010.115573	507
290	-118.5064605732914	10005.468811845258	103
291	51.83812257926911	10035.234371667877	900
292	-99.660094428109	10001.930663400572	72
293	-34.57554880203679	10016.740640202515	503
294	-95.44967499002814	10002.139827418214	76
295	-102.87960746779572	10000.87700558228	89
296	-100.25400130543858	10000.419230276639	61
297	-101.78219948057085	10000.556401978765	49
298	-100.57917052973062	10000.724263392422	69
299	-94.73713272903115	10004.529140952349	150
300	-83.5374384438619	10005.279083113877	189
301	-95.59299540217035	10002.607620099467	99
302	-96.07422427320853	10003.148761124427	110
303	-110.11675463616848	10006.38857666324	370
304	-99.63002869812772	10002.371447640773	112
305	-97.84114406211302	10002.745658145319	115
306	-97.26656939624809	10004.423003040576	197
307	-101.69466212647967	10003.374250730481	171
308	-100.37547175039072	10004.819835131993	345
309	203.0140370496083	58.938777443590936	952
310	-101.42255886644125	10002.383692346051	126
311	-99.32324198074639	10002.564931790781	109
312	-78.24669390078634	10005.852000934332	242
313	-96.47383986786008	10002.431392212477	100
314	-98.41192151140422	10002.589464203838	111
315	-129.7555213496089	10007.27743685989	258
316	53.86926051368937	10042.834712209256	679
317	60.87200581468642	10048.092346640542	776
318	-14.515461824834347	10023.969157574957	423
319	-72.44530887901783	10008.79066078514	154
320	0.2344430647790432	10028.482611715928	437
321	207.10310620861128	56.453098842812445	865
322	-10.349899215623736	10025.031138074155	405
323	42.147378627210855	10039.684047060746	607
324	207.03588301781565	56.10756696430792	878
325	30.88925807317719	10034.471230906582	628
326	207.06599437072873	56.22406525551777	886
327	207.1920881550759	57.026974591401114	853
328	-6.336462980601937	10026.775336749966	655
329	-77.75743371481076	10007.66777750543	328
330	202.99643227737397	52.7012617661145	941
331	41.70378085318953	10038.615174501905	685
332	-65.44654062925838	10013.449931122932	506
333	24.860898686107248	10036.04954820969	539
334	68.5786115359515	10046.127611199568	868
335	30.67802374251187	10036.285876378222	627
336	-36.116409888956696	10017.746622966515	545
337	-14.28412438929081	10023.633815897549	407
338	6.2457802053540945	10030.358954939018	463
339	18.613253563875332	10032.54890540323	662
340	-3.625064822845161	10027.429914390326	423
341	-20.79436742141843	10022.476538928475	363
342	78.97408151533455	10050.760518518768	809
343	14.234240205958486	10032.908817758362	485
344	-61.509513126686215	10010.322395434561	245
345	-2.798948932439089	10026.724137824087	464
346	-62.337434181477875	10009.394110385525	264
347	98.25524477474391	10056.39101090305	801
348	0.6312254872173071	10027.872301532861	461
349	87.2803030051291	10051.837891726718	785
350	-25.920471638441086	10022.50802459683	326
351	207.97096729278564	57.810098551191054	853
352	-71.45792360976338	10008.520447513672	165
353	208.42265434376895	56.75136222710345	868
354	-29.459749485366046	10018.985440944905	336
355	207.3502452094108	56.0404380689125	861
356	-100.74275435926393	10001.71664033797	67
357	73.55011573014781	10047.819049432419	778
358	-102.80477665457875	10001.67073858836	56
359	-101.12244846858084	10001.803072592653	73
360	-103.40730802435428	10002.828465212262	62
361	-100.65097948722541	10001.675515774583	70
362	-100.97527182428166	10002.4199692534	68
363	-101.57154634967446	10002.543146277727	77
364	-105.16897504776716	10002.673758792187	59
365	-103.74140314245597	10002.16280442874	55
366	-100.26994743477553	10002.559062248902	69
367	-100.14673159224913	10002.482176624117	69
368	-101.03440867457539	10002.662465763588	80
369	-99.17477053962648	10002.801163883436	78
370	-99.9317511433037	10003.377620020423	70
371	-102.15584138641134	10002.490110230867	90
372	-116.80718557164073	10003.529532195607	111
373	-98.76091022416949	10002.403948445299	68
374	-102.06642020400614	10003.226600897511	79
375	-101.08084604889154	10002.113271104894	58
376	-98.47790898568928	10004.514111458042	116
377	-102.1993952607736	10004.571138141519	106
378	-104.19353579403833	10003.54398952752	114
379	-100.49290843633935	10004.068607644958	105
380	-101.26110726222396	10001.742137958629	56
381	-124.92514972575009	10006.348823431037	151
382	-102.85644465696532	10003.26258267077	116
383	-104.48565322160721	10002.032440640378	63
384	-106.58266387972981	10003.276373783212	113
385	-110.94828812219203	10004.777473616394	90
386	-99.95292481221259	10001.801961728275	58
387	-100.67949048615992	10002.18647389498	57
388	-99.02707971585914	10001.829003234046	75
389	-101.30277748219669	10002.071864053469	67
390	-106.07089809328318	10002.800579806364	56
391	-106.7886902205646	10002.353456468441	59
392	-102.31392825976945	10001.670384020554	140
393	-100.17161890026182	10001.860798007709	138
394	-97.65568247903138	10001.470308556003	90
395	-97.65061601158231	10001.484626353835	83
396	-101.4028942398727	10001.393418581281	83
397	-125.68741299211979	10007.425768833764	108
398	-103.25868831761181	10001.609116615076	61
399	-100.10118323331699	10002.538982080949	76
400	-102.47057946631685	10003.328895976047	92
401	-101.05017555505037	10002.878591897359	78
402	-102.462397005409	10002.738566378666	70
403	-99.99538997816853	10002.352694457903	68
404	-103.28794231265783	10002.685309812587	74
405	-99.89617585018277	10002.209369474454	66
406	-99.20461861882359	10001.935672835567	63
407	-101.06244972441345	10002.914038484554	75
408	-97.92816247371957	10002.178563374337	84
409	-99.50879965163767	10002.619653166359	77
410	-98.14460293017328	10002.463126273533	86
411	-97.45569158904254	10002.207294188824	77
412	-98.17062685219571	10002.260196251458	77
413	-97.95688003487885	10002.636031140237	84
414	-99.7070070290938	10002.651265342061	71
415	-97.49821290606633	10002.34419827483	87
416	-100.57674296293408	10002.806787516736	77
417	-102.12094855855685	10003.537060959956	146
418	-98.75210318900645	10002.2479278701	72
419	-122.72227347397711	10006.151915378727	151
420	-122.40871147811413	10007.422980930976	93
421	-102.58273970987648	10002.846486263556	66
422	-95.40784043841995	10003.539740343116	139
423	-96.68971241544932	10002.44284603149	93
424	-127.67469209060073	10008.359818001456	129
425	-97.05118805379607	10003.498502932147	155
426	-94.76337964297272	10003.116313612718	106
427	-99.4625396784395	10002.722278790798	106
428	-95.52095381822437	10003.387139931956	125
429	-125.27908188570291	10006.389459340528	132
430	-125.68340105307288	10006.875904657123	144
431	205.2642453983426	55.792579590115054	941
432	206.63505300320685	56.16850261796314	957
433	-96.8367673419416	10002.926233109636	138
434	-153.97190573625267	15.400073890725064	2000
435	-117.7251134745311	9.137960677545259	2000
436	29.405805877409875	10036.170114710176	553
437	-8.658327720593661	10025.544101440706	407
438	209.04278682125732	58.87190697224626	857
439	-88.4872977368068	5.070587446728311	2000
440	101.82733912509866	10056.683661459027	866
441	206.47121196985245	58.45653359587038	829
442	-32.4287903085351	10018.953956428306	309
443	-70.96381441503763	10008.915451648483	152
444	8.855875205248594	10031.806135964414	451
445	89.73212799429893	10054.38175307322	763
446	20.870158629491925	10033.588061090051	514
447	0.31420789659023285	10028.833809173246	427
448	87.38533443771303	10053.57452674746	748
