count	reward_sum	squared_reward_sum	length
611	-57.389271391090006	10011.640555520602	208
612	-88.03585789020872	10006.221152149672	339
613	206.68725950503722	50.14802160984014	1103
614	69.78313891013386	25.024632020237913	2000
615	-79.45189913408831	10003.950556976813	218
616	-71.54992285417393	10007.533170404424	156
617	-85.39133457560092	10003.076717964712	147
618	-10.293262233957648	10019.774025726305	646
619	-18.966215112246573	10021.330822422506	386
620	-76.3436205741018	10005.343495625588	164
621	201.7026465514209	44.30438311507954	1220
622	53.76305927429348	10028.435604972909	1239
623	-40.62713265651837	10019.641329001184	700
624	-93.29921948723495	10002.53792877842	146
625	-22.660687290132046	10017.760912532414	447
626	-96.50399121554801	10002.20599339849	197
627	-22.858437062473968	10015.70684200286	526
628	-19.168833983130753	10015.711562460041	838
629	-42.05235867953161	4.366368781998774	2000
630	-39.11065055336803	10013.783331687251	453
631	54.25370703445515	10042.38204003605	1911
632	-8.73438670905307	10021.285106708894	518
633	-29.557553450053092	5.729106989652956	2000
634	-10.170365179423243	11.303938051464051	2000
635	-1.0173472994938493	10025.200992661348	530
636	-32.1762327295728	10016.956725112836	426
637	59.399279375211336	10036.63875510588	1052
638	-45.16939511586679	4.771663696348677	2000
639	-50.576329736970365	10010.724359754338	453
640	78.75583601929247	10038.113832189645	1316
641	-16.565122078638524	10021.07649973597	421
642	-36.03780710417777	10015.988797586877	346
643	-39.97714352537878	10016.582487179428	456
644	-37.438888271688484	6.867012221341796	2000
645	-95.70093304547481	10002.057830161766	202
646	-76.92406399315223	10006.292681520508	156
647	124.55419087735936	35.189763280002595	2000
648	88.40335362183396	28.240985880862873	2000
649	-32.21349689178169	10013.34785739565	444
650	57.65471744770184	35.21482382304914	2000
651	-90.00832145940512	10001.759775419683	201
652	-29.314351921435446	10014.528711786266	575
653	-36.6933338259696	10012.380898455425	500
654	-62.134717455133796	6.2023730334297245	2000
655	-75.82300489023328	10004.79317176996	179
656	53.6892381682992	10032.655216483545	908
657	-52.01680209022015	10010.684762804822	292
